Object,Julian Date,UT,Magnitude Qualifier,Magnitude,Magnitude Error,Observer Name,Method,Equipment,Filter,Chart / Sequence,Visual Estimates,CCD Measurement Data: Measurement Type;Star Type;Star Id;Measured Mag;Measured Error;Reference Mag;Reference Error,Observation_Id
"GAMMA CAS","2459996.309000","20 Feb 2023 19:25:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4696511"
"GAMMA CAS","2459996.291000","20 Feb 2023 18:59:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","A-3;C+2",": ","4703361"
"GAMMA CAS","2459989.340000","13 Feb 2023 20:10:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","A-4;C+2",": ","4703360"
"GAMMA CAS","2459983.392000","7 Feb 2023 21:25:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4689381"
"GAMMA CAS","2459982.272000","6 Feb 2023 18:32:00","Equal","2.0000","","L K Brundle","Visual","nakedeye","No Filter","64.01","A-2;C+2",": ","4703359"
"GAMMA CAS","2459970.410000","25 Jan 2023 21:50:00","Equal","2.2000","","S W Albrighton","Visual","NE","No Filter","064.01","C+1","","4686684"
"GAMMA CAS","2459965.326000","20 Jan 2023 19:50:00","Equal","2.1000","","S W Albrighton","Visual","NE","No Filter","064.01","C+2","","4686624"
"GAMMA CAS","2459964.462000","19 Jan 2023 23:05:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4686585"
"GAMMA CAS","2459962.329000","17 Jan 2023 19:54:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","A-3;C+2",": ","4693178"
"GAMMA CAS","2459957.302000","12 Jan 2023 19:15:00","Equal","2.2000","","S W Albrighton","Visual","NE","No Filter","064.01","C+1","","4672555"
"GAMMA CAS","2459954.269000","9 Jan 2023 18:28:00","Equal","2.2000","","L K Brundle","Visual","nakedeye","No Filter","64.01","A-4;B-1;C+2",": : ","4693177"
"GAMMA CAS","2459952.295000","7 Jan 2023 19:05:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4663899"
"GAMMA CAS","2459949.313000","4 Jan 2023 19:30:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4663872"
"GAMMA CAS","2459947.448000","2 Jan 2023 22:45:00","Equal","2.2000","","S W Albrighton","Visual","NE","No Filter","064.01","C+1","","4663855"
"GAMMA CAS","2459940.490000","26 Dec 2022 23:45:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4653190"
"GAMMA CAS","2459940.276000","26 Dec 2022 18:38:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","A-4;=B;C+2",": : ","4675078"
"GAMMA CAS","2459938.265000","24 Dec 2022 18:21:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","A-4;=B;C+3",": : ","4675077"
"GAMMA CAS","2459935.264000","21 Dec 2022 18:20:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4653136"
"GAMMA CAS","2459928.458000","14 Dec 2022 23:00:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4653033"
"GAMMA CAS","2459928.240000","14 Dec 2022 17:46:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","A-4;=B;C+3",": : ","4675076"
"GAMMA CAS","2459923.458000","9 Dec 2022 23:00:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4645640"
"GAMMA CAS","2459916.368000","2 Dec 2022 20:50:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4645539"
"GAMMA CAS","2459909.244000","25 Nov 2022 17:52:00","Equal","2.0000","","L K Brundle","Visual","nakedeye","No Filter","64.01","=B;C+3",": ","4648214"
"GAMMA CAS","2459904.271000","20 Nov 2022 18:30:00","Equal","2.4000","","S W Albrighton","Visual","NE","No Filter","064.01","C-1","","4635721"
"GAMMA CAS","2459903.260000","19 Nov 2022 18:14:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","=B;C+2",": ","4648213"
"GAMMA CAS","2459902.485000","18 Nov 2022 23:38:00","Equal","2.0000","","C J Evans","Visual","NE","No Filter","64.01","A(2)V(3)C","","4644614"
"GAMMA CAS","2459895.462000","11 Nov 2022 23:05:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4635565"
"GAMMA CAS","2459889.365000","5 Nov 2022 20:45:00","Equal","2.1800","","C J Evans","Visual","B12x50","No Filter","64.01","C+1","","4624581"
"GAMMA CAS","2459888.278000","4 Nov 2022 18:40:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4635486"
"GAMMA CAS","2459887.629000","4 Nov 2022 03:06:00","Equal","2.0000","","C J Evans","Visual","NE","No Filter","64.01","A-2","","4624569"
"GAMMA CAS","2459883.299000","30 Oct 2022 19:10:00","Equal","2.4000","","S W Albrighton","Visual","NE","No Filter","064.01","C-1","","4622432"
"GAMMA CAS","2459880.299000","27 Oct 2022 19:11:00","Equal","2.1000","","G M Hurst","Visual","15x80B","No Filter","64.01","C+2","","4679158"
"GAMMA CAS","2459877.743000","25 Oct 2022 05:50:00","Equal","2.1000","","C J Evans","Visual","NE","No Filter","64.01","C+2","","4619546"
"GAMMA CAS","2459877.385000","24 Oct 2022 21:15:00","Equal","2.2000","","S W Albrighton","Visual","NE","No Filter","064.01","C+1","","4621785"
"GAMMA CAS","2459877.310000","24 Oct 2022 19:27:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","=B;C+2",": ","4634969"
"GAMMA CAS","2459873.338000","20 Oct 2022 20:07:00","Equal","2.0000","","D Dobbs","Visual","NE","No Filter","64.01","A(2)V(3)C","","4618812"
"GAMMA CAS","2459873.289000","20 Oct 2022 18:56:00","Equal","2.0000","","G M Hurst","Visual","15x80B","No Filter","64.01","C+3","","4679157"
"GAMMA CAS","2459870.387000","17 Oct 2022 21:17:00","Equal","2.1000","","C J Evans","Visual","NE","No Filter","64.01","=B","","4615684"
"GAMMA CAS","2459870.324000","17 Oct 2022 19:47:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","B-1;C+2",": ","4634968"
"GAMMA CAS","2459868.399000","15 Oct 2022 21:35:00","Equal","2.4000","","S W Albrighton","Visual","NE","No Filter","064.01","C-1","","4616149"
"GAMMA CAS","2459861.351000","8 Oct 2022 20:25:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4615763"
"GAMMA CAS","2459861.315200","8 Oct 2022 19:34:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","4645451"
"GAMMA CAS","2459858.375000","5 Oct 2022 21:00:00","Equal","2.0000","","D Dobbs","Visual","B15x70","No Filter","64.01","A(2)V(3)C","","4600937"
"GAMMA CAS","2459855.361000","2 Oct 2022 20:40:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4602489"
"GAMMA CAS","2459854.353000","1 Oct 2022 20:28:00","Equal","2.0000","","L K Brundle","Visual","nakedeye","No Filter","64.01","=B;C+3",": ","4634967"
"GAMMA CAS","2459852.388000","29 Sep 2022 21:19:00","Equal","2.1000","","D Dobbs","Visual","B15x70","No Filter","64.01","B(1)V(2)C","","4597661"
"GAMMA CAS","2459850.413000","27 Sep 2022 21:55:00","Equal","2.2000","","S W Albrighton","Visual","NE","No Filter","064.01","C+1","","4597850"
"GAMMA CAS","2459844.378000","21 Sep 2022 21:05:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4597327"
"GAMMA CAS","2459840.351000","17 Sep 2022 20:25:00","Equal","2.1000","","C J Evans","Visual","NE","No Filter","64.01","=B;C+2",": ","4595950"
"GAMMA CAS","2459839.351000","16 Sep 2022 20:25:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4595179"
"GAMMA CAS","2459838.448000","15 Sep 2022 22:45:00","Equal","2.1000","","D Dobbs","Visual","NE","No Filter","64.01","B(0)V(1)C","","4593884"
"GAMMA CAS","2459838.378000","15 Sep 2022 21:04:00","Equal","2.0000","","L K Brundle","Visual","nakedeye","No Filter","64.01","=B;C+3",": ","4615001"
"GAMMA CAS","2459833.431000","10 Sep 2022 22:20:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4595120"
"GAMMA CAS","2459830.376000","7 Sep 2022 21:02:00","Equal","2.0000","","L K Brundle","Visual","nakedeye","No Filter","64.01","=B;C+3",": ","4615000"
"GAMMA CAS","2459825.420000","2 Sep 2022 22:05:00","Equal","2.2000","","S W Albrighton","Visual","NE","No Filter","064.01","C+1","","4593219"
"GAMMA CAS","2459822.409000","30 Aug 2022 21:49:00","Equal","2.1000","","D Dobbs","Visual","NE","No Filter","64.01","B(1)V(4)D","","4585377"
"GAMMA CAS","2459820.413000","28 Aug 2022 21:54:00","Equal","2.2000","","D Dobbs","Visual","NE","No Filter","64.01","B(2)V(2)C","","4584082"
"GAMMA CAS","2459819.428000","27 Aug 2022 22:16:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","B-1;C+2",": ","4596955"
"GAMMA CAS","2459819.427000","27 Aug 2022 22:15:00","Equal","2.4000","","S W Albrighton","Visual","NE","No Filter","064.01","C-1","","4583974"
"GAMMA CAS","2459817.414000","25 Aug 2022 21:56:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4679203"
"GAMMA CAS","2459811.455000","19 Aug 2022 22:55:00","Equal","2.4000","","S W Albrighton","Visual","NE","No Filter","064.01","C-1","","4583880"
"GAMMA CAS","2459811.417000","19 Aug 2022 22:01:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4679202"
"GAMMA CAS","2459811.410000","19 Aug 2022 21:50:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","=B;C+2",": ","4596954"
"GAMMA CAS","2459800.424000","8 Aug 2022 22:10:00","Equal","2.4000","","S W Albrighton","Visual","NE","No Filter","064.01","C-1","","4553681"
"GAMMA CAS","2459800.390000","8 Aug 2022 21:22:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4679201"
"GAMMA CAS","2459798.430000","6 Aug 2022 22:19:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","=B;C+2",": ","4596953"
"GAMMA CAS","2459798.413000","6 Aug 2022 21:55:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4679200"
"GAMMA CAS","2459795.417000","3 Aug 2022 22:00:00","Equal","2.4000","","S W Albrighton","Visual","NE","No Filter","064.01","C-1","","4551268"
"GAMMA CAS","2459794.397000","2 Aug 2022 21:32:00","Equal","2.1000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+2","","4679199"
"GAMMA CAS","2459790.444000","29 Jul 2022 22:40:00","Equal","2.0000","","L K Brundle","Visual","nakedeye","No Filter","64.01","=B;C+3",": ","4555240"
"GAMMA CAS","2459790.416000","29 Jul 2022 21:59:00","Equal","2.1000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+2","","4541344"
"GAMMA CAS","2459788.448000","27 Jul 2022 22:45:00","Equal","2.4000","","S W Albrighton","Visual","NE","No Filter","064.01","C-1","","4541324"
"GAMMA CAS","2459780.431000","19 Jul 2022 22:20:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4537538"
"GAMMA CAS","2459775.410000","14 Jul 2022 21:50:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4541343"
"GAMMA CAS","2459770.507000","10 Jul 2022 00:10:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","=B;C+2",": ","4555239"
"GAMMA CAS","2459770.372000","9 Jul 2022 20:56:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4541342"
"GAMMA CAS","2459768.455000","7 Jul 2022 22:55:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4532970"
"GAMMA CAS","2459766.426000","5 Jul 2022 22:14:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4541341"
"GAMMA CAS","2459762.462000","1 Jul 2022 23:05:00","Equal","2.4000","","S W Albrighton","Visual","NE","No Filter","064.01","C-1","","4532897"
"GAMMA CAS","2459762.449000","1 Jul 2022 22:47:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4541340"
"GAMMA CAS","2459761.490000","30 Jun 2022 23:45:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","C+2;D+4",": ","4538005"
"GAMMA CAS","2459752.455000","21 Jun 2022 22:55:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4522594"
"GAMMA CAS","2459751.447000","20 Jun 2022 22:43:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4540387"
"GAMMA CAS","2459746.445000","15 Jun 2022 22:41:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4540386"
"GAMMA CAS","2459745.462000","14 Jun 2022 23:05:00","Equal","2.4000","","S W Albrighton","Visual","NE","No Filter","064.01","C-1","","4520974"
"GAMMA CAS","2459744.431000","13 Jun 2022 22:21:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4540385"
"GAMMA CAS","2459739.458000","8 Jun 2022 23:00:00","Equal","2.4000","","S W Albrighton","Visual","NE","No Filter","064.01","C-1","","4520908"
"GAMMA CAS","2459732.489000","1 Jun 2022 23:44:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","C+2;D+3",": ","4538004"
"GAMMA CAS","2459732.453000","1 Jun 2022 22:52:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4540384"
"GAMMA CAS","2459731.451000","31 May 2022 22:49:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4540333"
"GAMMA CAS","2459726.476000","26 May 2022 23:25:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4514305"
"GAMMA CAS","2459724.489000","24 May 2022 23:44:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","C+2;D+4",": ","4520081"
"GAMMA CAS","2459724.437000","24 May 2022 22:29:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4540332"
"GAMMA CAS","2459720.444000","20 May 2022 22:40:00","Equal","2.4000","","S W Albrighton","Visual","NE","No Filter","064.01","C-1","","4514505"
"GAMMA CAS","2459720.435000","20 May 2022 22:26:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4540331"
"GAMMA CAS","2459713.438000","13 May 2022 22:30:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4540330"
"GAMMA CAS","2459712.469000","12 May 2022 23:15:00","Equal","2.4000","","S W Albrighton","Visual","NE","No Filter","064.01","C-1","","4514480"
"GAMMA CAS","2459708.431000","8 May 2022 22:20:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4540329"
"GAMMA CAS","2459708.394000","8 May 2022 21:28:00","Equal","2.0000","","L K Brundle","Visual","nakedeye","No Filter","64.01","A-1;C+2",": ","4520080"
"GAMMA CAS","2459705.444000","5 May 2022 22:40:00","Equal","2.4000","","S W Albrighton","Visual","NE","No Filter","064.01","C-1","","4514391"
"GAMMA CAS","2459705.407000","5 May 2022 21:46:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4540328"
"GAMMA CAS","2459699.441000","29 Apr 2022 22:35:00","Equal","2.4000","","S W Albrighton","Visual","NE","No Filter","064.01","C-1","","4497379"
"GAMMA CAS","2459694.399000","24 Apr 2022 21:35:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4514676"
"GAMMA CAS","2459691.448000","21 Apr 2022 22:45:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4489428"
"GAMMA CAS","2459690.385000","20 Apr 2022 21:14:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","A-3;C+2",": ","4506145"
"GAMMA CAS","2459685.349000","15 Apr 2022 20:22:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4514675"
"GAMMA CAS","2459683.403000","13 Apr 2022 21:40:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4483500"
"GAMMA CAS","2459679.421000","9 Apr 2022 22:06:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4514674"
"GAMMA CAS","2459677.365000","7 Apr 2022 20:45:00","Equal","2.4000","","S W Albrighton","Visual","NE","No Filter","064.01","C-1","","4483437"
"GAMMA CAS","2459671.410000","1 Apr 2022 21:50:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4514673"
"GAMMA CAS","2459671.365000","1 Apr 2022 20:45:00","Equal","2.4000","","S W Albrighton","Visual","NE","No Filter","064.01","C-1","","4483537"
"GAMMA CAS","2459666.363000","27 Mar 2022 20:42:00","Equal","2.1000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+2","","4498180"
"GAMMA CAS","2459665.354000","26 Mar 2022 20:30:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4498179"
"GAMMA CAS","2459664.347000","25 Mar 2022 20:19:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4498178"
"GAMMA CAS","2459663.490000","24 Mar 2022 23:45:00","Equal","2.2000","","S W Albrighton","Visual","NE","No Filter","064.01","C+1","","4471589"
"GAMMA CAS","2459663.386000","24 Mar 2022 21:16:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4498177"
"GAMMA CAS","2459661.345000","22 Mar 2022 20:17:00","Equal","2.0000","","L K Brundle","Visual","nakedeye","No Filter","64.01","A-3;C+3",": ","4485083"
"GAMMA CAS","2459660.390000","21 Mar 2022 21:21:00","Equal","2.1000","","R B I Fraser","Visual","NE","No Filter","64.01","C+2","","4534853"
"GAMMA CAS","2459659.337000","20 Mar 2022 20:05:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4498176"
"GAMMA CAS","2459658.326000","19 Mar 2022 19:50:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4498175"
"GAMMA CAS","2459657.451000","18 Mar 2022 22:50:00","Equal","2.2000","","S W Albrighton","Visual","NE","No Filter","064.01","C+1","","4471522"
"GAMMA CAS","2459657.324000","18 Mar 2022 19:46:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4498174"
"GAMMA CAS","2459656.322000","17 Mar 2022 19:44:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4498173"
"GAMMA CAS","2459653.347000","14 Mar 2022 20:20:00","Equal","2.2000","","S W Albrighton","Visual","NE","No Filter","064.01","C+1","","4439639"
"GAMMA CAS","2459653.344000","14 Mar 2022 20:16:00","Equal","2.0000","","L K Brundle","Visual","nakedeye","No Filter","64.01","A-3;C+3",": ","4485082"
"GAMMA CAS","2459646.324000","7 Mar 2022 19:46:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","A-3;C+2",": ","4485081"
"GAMMA CAS","2459642.344000","3 Mar 2022 20:15:00","Equal","2.2000","","S W Albrighton","Visual","NE","No Filter","064.01","C+1","","4433768"
"GAMMA CAS","2459637.383000","26 Feb 2022 21:11:00","Equal","2.2000","","G M Hurst","Visual","Naked eye","No Filter","64.01","","","4497399"
"GAMMA CAS","2459636.379000","25 Feb 2022 21:06:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","","","4497398"
"GAMMA CAS","2459636.306000","25 Feb 2022 19:20:00","Equal","2.2000","","S W Albrighton","Visual","NE","No Filter","064.01","C+1","","4401332"
"GAMMA CAS","2459633.347900","22 Feb 2022 20:21:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","4393219"
"GAMMA CAS","2459633.309000","22 Feb 2022 19:25:00","Equal","2.0000","","L K Brundle","Visual","nakedeye","No Filter","64.01","A-2;C+2",": ","4441722"
"GAMMA CAS","2459633.306000","22 Feb 2022 19:21:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","","","4497397"
"GAMMA CAS","2459632.344000","21 Feb 2022 20:15:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4401305"
"GAMMA CAS","2459632.299000","21 Feb 2022 19:10:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","","","4497396"
"GAMMA CAS","2459631.370800","20 Feb 2022 20:54:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","4393182"
